DocName,Author_original,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Wikidata ID,sex or gender,country of citizenship,ethnic group,field of work,occupation,position held,religion or worldview,"languages spoken, written or signed",movement,member of,Number of authors,Date,Title,Pages,Source
K109092.001,"Dudley, H. Bate, Sir (Henry Bate), 1745-1824.; Dudley, Mary Bate.","Sir Henry Dudley, 1st Baronet","Dudley, Mary Bate.",,,,,Q7527125,male,"Great Britain, United Kingdom of Great Britain and Ireland",,,"judge, justice of the peace",,Anglicanism,,,,2,1798,Passages selected by distinguished personages: on the great literary trial of Vortigern and Rowena; a comi-tragedy. ... Volume I.,108,ECCO-TCP
K109092.002,"Dudley, H. Bate, Sir (Henry Bate), 1745-1824.; Dudley, Mary Bate.","Sir Henry Dudley, 1st Baronet","Dudley, Mary Bate.",,,,,Q7527125,male,"Great Britain, United Kingdom of Great Britain and Ireland",,,"judge, justice of the peace",,Anglicanism,,,,2,1798,Passages selected by distinguished personages: on the great literary trial of Vortigern and Rowena; a comi-tragedy. ... Volume I.,110,ECCO-TCP
K109093.003,"Dudley, H. Bate, Sir (Henry Bate), 1745-1824.; Dudley, Mary Bate.","Sir Henry Dudley, 1st Baronet","Dudley, Mary Bate.",,,,,Q7527125,male,"Great Britain, United Kingdom of Great Britain and Ireland",,,"judge, justice of the peace",,Anglicanism,,,,2,1798,Passages selected by distinguished personages: on the great literary trial of Vortigern and Rowena; a comi-tragedy. ...,101,ECCO-TCP
K109093.004,"Dudley, H. Bate, Sir (Henry Bate), 1745-1824.; Dudley, Mary Bate.","Sir Henry Dudley, 1st Baronet","Dudley, Mary Bate.",,,,,Q7527125,male,"Great Britain, United Kingdom of Great Britain and Ireland",,,"judge, justice of the peace",,Anglicanism,,,,2,1798,Passages selected by distinguished personages: on the great literary trial of Vortigern and Rowena; a comi-tragedy. ...,133,ECCO-TCP
K109095.001,"Lennox, Charlotte, ca. 1729-1804.",Charlotte Lennox,,,,,,Q441757,female,"United Kingdom of Great Britain and Ireland, United States of America",,poetry,"poet, translator, novelist, writer, playwright, editor",,,"French, English",,,1,1753,"Shakespeare illustrated: or the novels and histories, on which the plays of Shakespeare are founded, collected and translated from the original authors. With critical remarks. In two volumes. By the author of The female Quixote.",303,ECCO-TCP
K109095.002,"Lennox, Charlotte, ca. 1729-1804.",Charlotte Lennox,,,,,,Q441757,female,"United Kingdom of Great Britain and Ireland, United States of America",,poetry,"poet, translator, novelist, writer, playwright, editor",,,"French, English",,,1,1753,"Shakespeare illustrated: or the novels and histories, on which the plays of Shakespeare are founded, collected and translated from the original authors. With critical remarks. In two volumes. By the author of The female Quixote.",274,ECCO-TCP
K109292.001,"Trusler, John, 1735-1820.",John Trusler,,,,,,Q17423813,male,,,,"autobiographer, bookseller",,Anglicanism,English,,,1,1766,"The difference, between words, esteemed synonymous: in the English language; and, the proper choice of them determined: together with, so much of Abbe Girard's Treatise, on this subject, as would agree, with our mode of expression. ... In two volumes. ...",238,ECCO-TCP
K109292.002,"Trusler, John, 1735-1820.",John Trusler,,,,,,Q17423813,male,,,,"autobiographer, bookseller",,Anglicanism,English,,,1,1766,"The difference, between words, esteemed synonymous: in the English language; and, the proper choice of them determined: together with, so much of Abbe Girard's Treatise, on this subject, as would agree, with our mode of expression. ... In two volumes. ...",249,ECCO-TCP
K109300.000,"Row, Nicholas, 1674-1718.",Nicholas Rowe,,,,,,Q1382306,male,Great Britain,,,"playwright, poet, writer, literary historian, poet lawyer",Poet Laureate of the United Kingdom,,English,,,1,1714,"The fair penitent. A tragedy: Written by N. Row, Esquire;.",86,ECCO-TCP
K109521.000,"Wigstead, Henry.",Henry Wigstead,,,,,,Q5730140,male,Great Britain,,,"caricaturist, illustrator",,,,,,1,1790,"An excursion to Brighthelmstone: made in the year 1789, by Henry Wigstead and Thomas Rowlandson; ... Embellished with eight engravings in aqua tinta, ...",14,ECCO-TCP
K109708.003,"Lennox, Charlotte, ca. 1729-1804.",Charlotte Lennox,,,,,,Q441757,female,"United Kingdom of Great Britain and Ireland, United States of America",,poetry,"poet, translator, novelist, writer, playwright, editor",,,"French, English",,,1,1754,"Shakespeare illustrated: or the novels and histories, on which the plays of Shakespeare are founded, collected and translated from the original authors. With critical remarks. The third and last volume. By the author of The female Quixote.",303,ECCO-TCP
K109756.001,"Buffon, Georges Louis Leclerc, comte de, 1707-1788.","Georges-Louis Leclerc, Comte de Buffon",,,,,,Q229264,male,France,,"biology, geography, geology","botanist, volcanologist, ornithologist, physicist, mathematician, translator, biologist, zoologist, philosopher, entomologist, astronomer, drawer, writer",seat 1 of the Académie française,,French,,"Académie Française, Royal Society, French Academy of Sciences, American Academy of Arts and Sciences, Académie de Stanislas, Russian Academy of Sciences, Royal Prussian Academy of Sciences, Accademia Nazionale delle Scienze detta dei XL",1,1793,"The natural history of birds: From the French of the Count de Buffon. Illustrated with engravings; and a preface, notes, and additions, by the translator. In nine volumes. ...; Histoire naturelle des oiseaux. English",431,ECCO-TCP
K109756.002,"Buffon, Georges Louis Leclerc, comte de, 1707-1788.","Georges-Louis Leclerc, Comte de Buffon",,,,,,Q229264,male,France,,"biology, geography, geology","botanist, volcanologist, ornithologist, physicist, mathematician, translator, biologist, zoologist, philosopher, entomologist, astronomer, drawer, writer",seat 1 of the Académie française,,French,,"Académie Française, Royal Society, French Academy of Sciences, American Academy of Arts and Sciences, Académie de Stanislas, Russian Academy of Sciences, Royal Prussian Academy of Sciences, Accademia Nazionale delle Scienze detta dei XL",1,1793,"The natural history of birds: From the French of the Count de Buffon. Illustrated with engravings; and a preface, notes, and additions, by the translator. In nine volumes. ...; Histoire naturelle des oiseaux. English",490,ECCO-TCP
K109756.003,"Buffon, Georges Louis Leclerc, comte de, 1707-1788.","Georges-Louis Leclerc, Comte de Buffon",,,,,,Q229264,male,France,,"biology, geography, geology","botanist, volcanologist, ornithologist, physicist, mathematician, translator, biologist, zoologist, philosopher, entomologist, astronomer, drawer, writer",seat 1 of the Académie française,,French,,"Académie Française, Royal Society, French Academy of Sciences, American Academy of Arts and Sciences, Académie de Stanislas, Russian Academy of Sciences, Royal Prussian Academy of Sciences, Accademia Nazionale delle Scienze detta dei XL",1,1793,"The natural history of birds: From the French of the Count de Buffon. Illustrated with engravings; and a preface, notes, and additions, by the translator. In nine volumes. ...; Histoire naturelle des oiseaux. English",486,ECCO-TCP
K109756.004,"Buffon, Georges Louis Leclerc, comte de, 1707-1788.","Georges-Louis Leclerc, Comte de Buffon",,,,,,Q229264,male,France,,"biology, geography, geology","botanist, volcanologist, ornithologist, physicist, mathematician, translator, biologist, zoologist, philosopher, entomologist, astronomer, drawer, writer",seat 1 of the Académie française,,French,,"Académie Française, Royal Society, French Academy of Sciences, American Academy of Arts and Sciences, Académie de Stanislas, Russian Academy of Sciences, Royal Prussian Academy of Sciences, Accademia Nazionale delle Scienze detta dei XL",1,1793,"The natural history of birds: From the French of the Count de Buffon. Illustrated with engravings; and a preface, notes, and additions, by the translator. In nine volumes. ...; Histoire naturelle des oiseaux. English",499,ECCO-TCP
K109819.000,"Bourne, Henry, 1696-1733.",Henry Bourne,,,,,,Q5718418,male,Great Britain,,,historian,,,,,,1,1736,"The history of Newcastle upon Tyne: or, the ancient and present state of that town. By the late Henry Bourne, ...",309,ECCO-TCP
K109848.000,"Garrick, David, 1717-1779.",David Garrick,,,,,,Q222390,male,Great Britain,,,"playwright, theatrical producer, writer, screenwriter, stage actor, actor",,,English,,,1,1776,Hearts of oak,1,ECCO-TCP
K109981.000,"Psalmanazar, George, 1679?-1763.",George Psalmanazar,,,,,,Q1508116,male,France,,,writer,,,"French, English",,,1,1707,"A dialogue between a Japonese and a Formosan, about some points of the religion of the time. By G. P--n--r",52,ECCO-TCP
K110146.000,"Lennox, Charlotte, ca. 1729-1804.",Charlotte Lennox,,,,,,Q441757,female,"United Kingdom of Great Britain and Ireland, United States of America",,poetry,"poet, translator, novelist, writer, playwright, editor",,,"French, English",,,1,1747,Poems on several occasions. Written by a young lady,93,ECCO-TCP
K110147.000,"Oldys, William, 1696-1761.",William Oldys,,,,,,Q8016330,male,,,,"antiquarian, writer",,,English,,,1,1740,The life of Sir Walter Ralegh: from his birth to his death on the scaffold: ... The whole compiled from the most approved authorities and curious manuscripts.,586,ECCO-TCP
K110238.001,"Holcroft, Thomas, 1745-1809.",Thomas Holcroft,,,,,,Q1114941,male,"United Kingdom of Great Britain and Ireland, Great Britain",,,"playwright, writer, novelist",,,English,,,1,1792,Anna St. Ives: a novel. By Thomas Holcroft. ...,215,ECCO-TCP
K110238.002,"Holcroft, Thomas, 1745-1809.",Thomas Holcroft,,,,,,Q1114941,male,"United Kingdom of Great Britain and Ireland, Great Britain",,,"playwright, writer, novelist",,,English,,,1,1792,Anna St. Ives: a novel. By Thomas Holcroft. ...,233,ECCO-TCP
K110238.003,"Holcroft, Thomas, 1745-1809.",Thomas Holcroft,,,,,,Q1114941,male,"United Kingdom of Great Britain and Ireland, Great Britain",,,"playwright, writer, novelist",,,English,,,1,1792,Anna St. Ives: a novel. By Thomas Holcroft. ...,248,ECCO-TCP
K110238.004,"Holcroft, Thomas, 1745-1809.",Thomas Holcroft,,,,,,Q1114941,male,"United Kingdom of Great Britain and Ireland, Great Britain",,,"playwright, writer, novelist",,,English,,,1,1792,Anna St. Ives: a novel. By Thomas Holcroft. ...,240,ECCO-TCP
K110238.005,"Holcroft, Thomas, 1745-1809.",Thomas Holcroft,,,,,,Q1114941,male,"United Kingdom of Great Britain and Ireland, Great Britain",,,"playwright, writer, novelist",,,English,,,1,1792,Anna St. Ives: a novel. By Thomas Holcroft. ...,238,ECCO-TCP
K110238.006,"Holcroft, Thomas, 1745-1809.",Thomas Holcroft,,,,,,Q1114941,male,"United Kingdom of Great Britain and Ireland, Great Britain",,,"playwright, writer, novelist",,,English,,,1,1792,Anna St. Ives: a novel. By Thomas Holcroft. ...,236,ECCO-TCP
K110238.007,"Holcroft, Thomas, 1745-1809.",Thomas Holcroft,,,,,,Q1114941,male,"United Kingdom of Great Britain and Ireland, Great Britain",,,"playwright, writer, novelist",,,English,,,1,1792,Anna St. Ives: a novel. By Thomas Holcroft. ...,261,ECCO-TCP
K110265.000,"West, Richard, Son of the Lord Chancellor of Ireland.","West, Richard, Son of the Lord Chancellor of Ireland.",,,,,,,,,,,,,,,,,1,1782,The poetical works: of Richard West.,17,ECCO-TCP
K110269.000,"Gray, Thomas, 1716-1771.",Thomas Gray,,,,,,Q315516,male,Great Britain,English people,,"poet, literary critic, writer",professor,,English,,,1,1782,The poetical works: of Thomas Gray. With the life of the author.,96,ECCO-TCP
K110277.000,"Moore, Edward, 1712-1757.",Edward Moore,,,,,,Q1293055,male,Great Britain,,,"playwright, poet, writer",,,English,,,1,1782,The poetical works: of Edward Moore. With the life of the author.,178,ECCO-TCP
K110284.001,"Shenstone, William, 1714-1763.",William Shenstone,,,,,,Q329141,male,"Great Britain, United Kingdom",,,"horticulturist, poet, gardener, writer",,,English,,,1,1778,"The poetical works: of Will. Shenstone. In two volumes. With the life of the author, and a description of the Leasowes. ...",203,ECCO-TCP
K110284.002,"Shenstone, William, 1714-1763.",William Shenstone,,,,,,Q329141,male,"Great Britain, United Kingdom",,,"horticulturist, poet, gardener, writer",,,English,,,1,1778,"The poetical works: of Will. Shenstone. In two volumes. With the life of the author, and a description of the Leasowes. ...",188,ECCO-TCP
K110382.000,"Hill, Aaron, 1685-1750.",Aaron Hill,,,,,,Q1647198,male,Great Britain,,,"poet, playwright, essayist, writer",,,English,,,1,1730,"The progress of wit: a caveat. For the use of an eminent writer. By a fellow of All Souls. To which is prefixed, an explanatory discourse to the reader. By Gamaliel Gunson, ...",27,ECCO-TCP
K110388.000,"Holcroft, Thomas, 1745-1809.",Thomas Holcroft,,,,,,Q1114941,male,"United Kingdom of Great Britain and Ireland, Great Britain",,,"playwright, writer, novelist",,,English,,,1,1795,"A narrative of facts, relating to a prosecution for high treason: including the address to the jury, which the court refused to hear: ... and the defense the author had prepared, if he had been brought to trial. By Thomas Holcroft.",216,ECCO-TCP
K110414.001,"Lennox, Charlotte, ca. 1729-1804.",Charlotte Lennox,,,,,,Q441757,female,"United Kingdom of Great Britain and Ireland, United States of America",,poetry,"poet, translator, novelist, writer, playwright, editor",,,"French, English",,,1,1791,"Hermione, or the orphan sisters: A novel. In four volumes. ...",282,ECCO-TCP
K110414.002,"Lennox, Charlotte, ca. 1729-1804.",Charlotte Lennox,,,,,,Q441757,female,"United Kingdom of Great Britain and Ireland, United States of America",,poetry,"poet, translator, novelist, writer, playwright, editor",,,"French, English",,,1,1791,"Hermione, or the orphan sisters: A novel. In four volumes. ...",304,ECCO-TCP
K110414.003,"Lennox, Charlotte, ca. 1729-1804.",Charlotte Lennox,,,,,,Q441757,female,"United Kingdom of Great Britain and Ireland, United States of America",,poetry,"poet, translator, novelist, writer, playwright, editor",,,"French, English",,,1,1791,"Hermione, or the orphan sisters: A novel. In four volumes. ...",308,ECCO-TCP
K110414.004,"Lennox, Charlotte, ca. 1729-1804.",Charlotte Lennox,,,,,,Q441757,female,"United Kingdom of Great Britain and Ireland, United States of America",,poetry,"poet, translator, novelist, writer, playwright, editor",,,"French, English",,,1,1791,"Hermione, or the orphan sisters: A novel. In four volumes. ...",272,ECCO-TCP
K110495.000,"Pulteney, Richard, 1730-1801.",Richard Pulteney,,,,,,Q1378093,male,Great Britain,,botany,"botanist, naturalist, entomologist, biographer, botanical collector",,,Latin,,"Royal Society, Royal Society of Edinburgh",1,1781,"A general view of the writings of Linnaeus: By Richard Pulteney, ...",431,ECCO-TCP
K110735.000,"Ashmole, Elias, 1617-1692.",Elias Ashmole,,,,,,Q471406,male,Kingdom of England,,,"historian, astrologer, politician",Windsor Herald,,"Latin, English",,"Royal Society, Middle Temple",1,1715,"The history of the most noble Order of the Garter: Wherein is set forth an account of the town, castle, chapel, and college of Windsor; ... To which is prefixed, a discourse of knighthood in general, ... Collected by Elias Ashmole, ... The whole illustrated with proper sculptures.",584,ECCO-TCP
K110818.000,Late pupil of Dr. Leake's.,Late pupil of Dr. Leake's.,,,,,,,,,,,,,,,,,1,1774,"A vindication of the forceps described and recommended by Dr. Leake: in which, the injudicious and illiberal remarks on that subject, signed Thomas Denman, are examined and refuted. By a late pupil of Dr. Leake's.",21,ECCO-TCP
K111040.001,"Pilkington, Laetitia, 1712-1750.",Laetitia Pilkington,,,,,,Q6471151,female,,,,"author, poet, writer",,,English,,,1,1748,"Memoirs: of Mrs. Laetitia Pilkington, wife to the Rev. Mr. Matthew Pilkington. Written by herself. Wherein are occasionally interspersed, all her poems; with anecdotes of several eminent persons, living and dead. Among others, Dean Swift, Alexander Pope, ...",310,ECCO-TCP
K111040.002,"Pilkington, Laetitia, 1712-1750.",Laetitia Pilkington,,,,,,Q6471151,female,,,,"author, poet, writer",,,English,,,1,1748,"Memoirs: of Mrs. Laetitia Pilkington, wife to the Rev. Mr. Matthew Pilkington. Written by herself. Wherein are occasionally interspersed, all her poems; with anecdotes of several eminent persons, living and dead. Among others, Dean Swift, Alexander Pope, ...",371,ECCO-TCP
