TCP,EEBO,VID,STC,Status,main_author,field of work,movement,lifestyle,owner of,notable work,influenced by,British Museum person or institution ID,Oxford Dictionary of National Biography ID,WomenWriters ID,cause of death,country of citizenship,employer,ethnic group,image,member of,native language,occupation,place of burial,political party,position held,religion,sex or gender,spouse,unmarried partner,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author_original,Number of authors,Date,Title,Terms,Pages,Source,total_words,discrete_count,variance,total_ngrams,discrete_ngrams,ngram_variance,principles
K117548.001,,,,Free,George Colman the Elder,,,,,,,23353,5976.0,,,Great Britain,,,"George Colman the Elder, after Joshua Reynolds.jpg",,,"playwright, writer, poet",,,,,male,,,George Colman the Elder,Bonnell Thornton,,,,,"Colman, George, 1732-1794.; Thornton, Bonnell, 1724-1768.",2.0,1756.0,"The connoisseur: By Mr. Town, critic and censor-general. ...",,427.0,,113249,12265,0.10830117705233601,113248,63180,0.557890647075445,31
K117548.002,,,,Free,George Colman the Elder,,,,,,,23353,5976.0,,,Great Britain,,,"George Colman the Elder, after Joshua Reynolds.jpg",,,"playwright, writer, poet",,,,,male,,,George Colman the Elder,Bonnell Thornton,,,,,"Colman, George, 1732-1794.; Thornton, Bonnell, 1724-1768.",2.0,1756.0,"The connoisseur: By Mr. Town, critic and censor-general. ...",,421.0,,108898,11874,0.10903781520321769,108897,60876,0.5590236645637621,15
K117722.000,,,,Free,John Dennis,,,,,,,136099,7503.0,,,Great Britain,,,John Dennis (dramatist).jpg,,,"writer, playwright, literary critic",,,,,male,,,John Dennis,,,,,,"Dennis, John, 1657-1734.",1.0,1702.0,"The danger of priestcraft to religion and government: with some politic reasons for toleration: Occasioned by a discourse of Mr. Sacheverel's intitul'd, The political union, &c. lately printed at Oxford. In a letter to a new-elected Member of Parliament.",,21.0,,5925,1179,0.1989873417721519,5924,3937,0.6645847400405132,6
K117731.000,,,,Free,Granville Sharp,,,,,,,78454,25208.0,,,United Kingdom of Great Britain and Ireland,,,Granville Sharp (Hoare memoire).jpg,,,"politician, jurist","Tomb Of Granville Sharp, All Saints Churchyard",,,,male,,,Granville Sharp,,,,,,"Sharp, Granville, 1735-1813.",1.0,1780.0,"A circular letter to the several petitioning counties, cities, and towns, addressed to their respective general meetings, against the late proposition for a triennial election of representatives. By Granville Sharp",,15.0,,2344,688,0.2935153583617747,2343,1826,0.7793427230046949,0
K117757.000,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1796.0,Black Giles the poacher: ... Part II.,,16.0,,4802,1168,0.2432319866722199,4801,3809,0.7933763799208499,2
K117762.000,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1796.0,"The history of Hester Wilmot; or, the new gown. Part II. Being a continuation of The Sunday school; Sunday school.",,16.0,,4845,1117,0.230546955624355,4844,3693,0.7623864574731627,0
K117814.000,,,,Free,"Belloste, Augustine, 1654-1730.",,,,,,,,,,,,,,,,,,,,,,male,,,"Belloste, Augustine, 1654-1730.",,,,,,"Belloste, Augustine, 1654-1730.",1.0,1730.0,"Analysis of Belloste's pills: and their manner of operating in the human body, by the author himself; ...",,16.0,,2952,921,0.3119918699186992,2951,2363,0.8007455099966113,0
K118063.000,,,,Free,George Alexander Stevens,,,,,,,,26422.0,,,Great Britain,,,"George Alexander Stevens (1710-80) and Mrs Paul Sandby (1736-1797), by Paul Sandby (1731-1809).jpg",,,"playwright, poet, songwriter, actor",,,,,male,,,George Alexander Stevens,,,,,,"Stevens, George Alexander, 1710-1784.",1.0,1765.0,"The celebrated lecture on heads: which has been exhibited upwards of one hundred successive nights, to crowded audiences, and met with the most universal applause. ...; Lecture on heads",,24.0,,10601,2594,0.24469389680218848,10600,7836,0.7392452830188679,0
K118131.000,,,,Free,"Told, Silas, 1711-1779.",,,,,,,,,,,,,,,,,,,,,,male,,,"Told, Silas, 1711-1779.",,,,,,"Told, Silas, 1711-1779.",1.0,1785.0,"An account of the life, and dealings of God with Silas Told: ... Written by himself.",,177.0,,46392,5672,0.12226245904466287,46391,27422,0.5911060334978767,5
K118158.000,,,,Free,Charles Hutton,,,,,,,148571,14300.0,,,United Kingdom of Great Britain and Ireland,,,"Charles Hutton. Stipple engraving, 1824, after H. Ashby. Wellcome V0002995.jpg","Royal Society, American Academy of Arts and Sciences, Royal Netherlands Academy of Arts and Sciences",,"mathematician, inventor",,,,,male,,,Charles Hutton,,,,,,"Hutton, Charles, 1737-1823.",1.0,1786.0,"The compendious measurer: being a brief, yet comprehensive, treatise on mensuration and practical geometry. ... Adapted to the use of schools ... By Charles Hutton, ...",,333.0,,56032,4097,0.07311893203883495,56031,23242,0.4148060894861773,0
K118217.000,,,,Free,Richard Savage,,,,,,,,24724.0,,,"Kingdom of England, Great Britain",,,Richard Savage - a romance of real life (1844) (14796074993).jpg,,,"poet, satirist",,,,,male,,,Richard Savage,,,,,,"Savage, Richard, d. 1743.",1.0,1728.0,"The bastard: A poem, inscribed with all due reverence to Mrs. Bret, once Countess of Macclesfield. By Richard Savage, son of the late Earl Rivers.",,14.0,,1537,734,0.47755367599219256,1536,1413,0.919921875,0
K118235.000,,,,Free,Frederick Pilon,,,,,,,212003,22284.0,,,,,,,Accademia della Crusca,,"actor, poet",,,,,male,,,Frederick Pilon,,,,,,"Pilon, Frederick, 1750-1788.",1.0,1785.0,"Aerostation: or, the Templar's stratagem. A farce. In two acts. Written by F. Pilon, ... As it is performed with applause at the Theater Royal in Covent Garden.",,38.0,,10791,2271,0.21045315540728385,10790,7877,0.7300278035217794,1
K118311.000,,,,Free,Thomas Hull,,,,,,,32315,14109.0,,,,,,Thomas Hull.jpg,,,stage actor,,,,,male,,,Thomas Hull,,,,,,"Hull, Thomas, 1728-1808.",1.0,1777.0,"Airs, duets, trios, &c. in the new comic opera, called Love finds the way. As performed at the Theater Royal in Covent Garden",,29.0,,2316,872,0.3765112262521589,2315,2004,0.865658747300216,0
K118343.000,,,,Free,Richard Brinsley Sheridan,,,,,,,20881,25367.0,,,Kingdom of Ireland,,,Richard Sheridan.jpg,"1st United Kingdom Parliament, 2nd United Kingdom Parliament, 3rd United Kingdom Parliament, 4th United Kingdom Parliament",,"poet, politician, librettist, dramaturge, playwright",Westminster Abbey,Whigs,"Member of the 4th Parliament of the United Kingdom, Treasurer of the Navy, Member of Parliament in the Parliament of Great Britain, Member of the 1st Parliament of the United Kingdom, Member of the 2nd Parliament of the United Kingdom, Member of the 3rd Parliament of the United Kingdom, Member of the 4th Parliament of the United Kingdom, Member of the 17th Parliament of Great Britain, Member of the 18th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain",,male,"Elizabeth Ann Linley, Esther Jane Ogle",,Richard Brinsley Sheridan,,,,,,"Sheridan, Richard Brinsley, 1751-1816.",1.0,1788.0,"A comparative statement of the two bills, for the better government of the British possessions in India: brought into Parliament by Mr. Fox and Mr. Pit. With explanatory observations. By R. B. Sheridan, Esquire.",,62.0,,13109,2079,0.15859333282477686,13108,7983,0.6090173939578883,6
K118436.000,,,,Free,Robert Jephson,,,,,,,149141,14768.0,,,,,,,,,"writer, playwright, politician",,,Member of Parliament in the Parliament of Ireland,,male,,,Robert Jephson,,,,,,"Jephson, Robert, 1736-1803.",1.0,1768.0,Considerations upon the augmentation of the army: Addressed to the public.,,22.0,,2344,884,0.3771331058020478,2343,2037,0.8693982074263764,1
K118458.000,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1796.0,"The history of Hester Wilmot; or, the second part of The Sunday school; Sunday school.",,16.0,,4453,1191,0.2674601392319784,4452,3589,0.8061545372866128,1
K118525.000,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1795.0,The shepherd of Salisbury-Plain. Part II; Shepherd of Salisbury-Plain.,,32.0,,5869,1339,0.22814789572329186,5868,4448,0.7580095432856169,1
K118563.000,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1796.0,"The dram-shop; or a peep into a prison; Gin-shop; or, a peep into a prison",,1.0,,790,408,0.5164556962025316,789,749,0.9493029150823827,0
K118948.000,,,,Free,Granville Sharp,,,,,,,78454,25208.0,,,United Kingdom of Great Britain and Ireland,,,Granville Sharp (Hoare memoire).jpg,,,"politician, jurist","Tomb Of Granville Sharp, All Saints Churchyard",,,,male,,,Granville Sharp,,,,,,"Sharp, Granville, 1735-1813.",1.0,1780.0,"A defense of the ancient, legal, and constitutional, right of the people: to elect representatives for every session of Parliament; ... In a letter to a member of the Surry Committee. By Granville Sharp.",,15.0,,2453,785,0.32001630656339175,2452,1928,0.7862969004893964,1
K119146.000,,,,Free,William Shenstone,,,,,,,46079,25321.0,,,"Great Britain, United Kingdom",,,William Shenstone by Edward Alcock.jpg,,,"horticulturist, poet, gardener, writer",,,,,male,,,William Shenstone,,,,,,"Shenstone, William, 1714-1763.",1.0,1770.0,"Letters to particular friends: by William Shenstone, Esquire; from the year 1739 to 1763.",,298.0,,80827,8093,0.10012743266482735,80826,42280,0.52309900279613,6
K119273.000,,,,Free,"Harrison, John, fl. 1784-1792.",,,,,,,,,,,,,,,,,,,,,,male,,,"Harrison, John, fl. 1784-1792.",,,,,,"Harrison, John, fl. 1784-1792.",1.0,1785.0,"The remarkable effects of fixed air in mortifications of the extremities: To which is added, the history of some worm-cases. By John Harrison, surgeon, ...",,23.0,,3494,1032,0.2953634802518603,3493,2738,0.7838534211279702,0
K119291.000,,,,Free,"Denman, Thomas, 1733-1815.",,,,,,,,,,,,,,,,,,,,,,male,,,"Denman, Thomas, 1733-1815.",,,,,,"Denman, Thomas, 1733-1815.",1.0,1773.0,Remarks on Dr. Leake's paper on the use of his forceps,,7.0,,1697,555,0.3270477312905127,1696,1282,0.7558962264150944,0
K119392.000,,,,Free,John Howlett,,,,,,,188080,14002.0,,,,,,,,,economist,,,,Anglicanism,male,,,John Howlett,,,,,,"Howlett, John, 1731-1804.",1.0,1782.0,"Observations on the increased population, healthiness, &c. of the town of Maidstone",,21.0,,4962,1558,0.3139862958484482,4961,3859,0.777867365450514,0
K119722.000,,,,Free,"Sheridan, Richard, d. 1793.",,,,,,,,,,,,,,,,,,,,,,male,,,"Sheridan, Richard, d. 1793.",,,,,,"Sheridan, Richard, d. 1793.",1.0,1790.0,"Mr. Sheridan's argument in the case of Daly against Magee, on a motion to discharge the defendant on common bail",,25.0,,4406,1072,0.24330458465728552,4405,3151,0.7153234960272418,3
K119752.000,,,,Free,John Brand,,,,,,,,3255.0,,,"Great Britain, United Kingdom of Great Britain and Ireland",,,,,,"Anglican priest, writer",,,,Anglicanism,male,,,John Brand,,,,,,"Brand, John, d. 1808.",1.0,1800.0,"A letter to **** *******, Esquire, on Buonaparte's proposals for opening a negotiation for peace: ... By J. Brand,",,87.0,,20248,3486,0.17216515211378902,20247,13304,0.6570850002469502,26
K119822.000,,,,Free,Granville Sharp,,,,,,,78454,25208.0,,,United Kingdom of Great Britain and Ireland,,,Granville Sharp (Hoare memoire).jpg,,,"politician, jurist","Tomb Of Granville Sharp, All Saints Churchyard",,,,male,,,Granville Sharp,,,,,,"Sharp, Granville, 1735-1813.",1.0,1780.0,"The legal means of political reformation: proposed in two small tracts, viz. The first on ""Equitable representation,"" and the legal means of obtaining it. The second on ""Annual parliaments, the ancient and most salutary right of the people."".",,56.0,,8665,1906,0.21996537795729948,8664,5929,0.6843259464450601,5
K119911.000,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1777.0,"Ode to Dragon, Mr. Garrick's house-dog, at Hampton",,11.0,,769,438,0.5695708712613784,768,738,0.9609375,0
K120000.000,,,,Free,Joseph Addison,,,,,,,64087,156.0,,,,Magdalen College,,"Joseph Addison by Sir Godfrey Kneller, Bt.jpg",,,"politician, writer, playwright, poet, journalist, editor, librettist",Westminster Abbey,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of Parliament in the Parliament of Ireland, Member of the Privy Council of Ireland, Member of the 2nd Parliament of Great Britain, Member of the 3rd Parliament of Great Britain, Member of the 4th Parliament of Great Britain, Member of the 5th Parliament of Great Britain",Anglicanism,male,Charlotte Addison,,Joseph Addison,,,,,,"Addison, Joseph, 1672-1719.",1.0,1719.0,"The old Whig. Numb. II: With remarks upon The plebeian, No II.",,16.0,,5145,1214,0.2359572400388727,5144,3646,0.7087869362363919,0
K120041.000,,,,Free,David Garrick,,,,,,,28452,10408.0,,,Great Britain,,,Kauffman-Garrick.jpg,,,"playwright, theatrical producer, writer, screenwriter, stage actor, actor",Poets' Corner,,,,male,Eva Marie Veigel,,David Garrick,,,,,,"Garrick, David, 1717-1779.",1.0,1747.0,"Miss in her teens: or, the medley of lovers. A farce in two acts. As it is performed at the Theater Royal in Covent Garden.",,36.0,,9667,1841,0.19044170890658943,9666,6844,0.7080488309538588,0
K120396.000,,,,Free,William Collins,,,,,,,23335,5957.0,,,Great Britain,,,WilliamCollinsPoet.jpg,,,"poet, writer",,,,,male,,,William Collins,,,,,,"Collins, William, 1721-1759.",1.0,1765.0,The poetical works: of Mr. William Collins. With memoirs of the author; and observations on his genius and writings. By J. Langhorne.,,130.0,,19964,4194,0.2100781406531757,19963,14767,0.739718479186495,1
K120907.000,,,,Free,Daniel Defoe,,,,,"Robinson Crusoe, Moll Flanders, A Journal of the Plague Year",,24826,7421.0,,,"Kingdom of England, Great Britain",,English people,Daniel Defoe Kneller Style.jpg,,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist",Bunhill Fields,,,,male,Mary Tuffley,,Daniel Defoe,,,,,,"Defoe, Daniel, attributed name. 1661?-1731,",1.0,1710.0,"The Banb---y apes: or, the monkeys chattering to the magpye. In a letter to a friend in London",,7.0,,1645,644,0.39148936170212767,1644,1432,0.8710462287104623,1
K120974.000,,,,Free,Colley Cibber,,,,,,,22843,5416.0,,,Great Britain,,,Colley Cibber as Lord Foppington in The Relapse by John Vanbrugh engraving.jpg,,,"playwright, poet, writer, stage actor",,,Poet Laureate of the United Kingdom,,male,Catherine Cibber,,Colley Cibber,Molière,,,,,"Cibber, Colley, 1671-1757.; Moliere, 1622-1673.",2.0,1718.0,"The non-juror: A comedy. As it is acted at the Theater Royal, by His Majesty's servants. Writien [sic] by Mr. Cibber.",,83.0,,30003,3619,0.12062127120621272,30002,18290,0.6096260249316712,19
K120989.000,,,,Free,James Northcote,art of painting,,,,Zelfportret,,40357,20326.0,,,United Kingdom of Great Britain and Ireland,,,James Northcote by James Northcote.jpg,Royal Academy of Arts,,"painter, writer",,,,,male,,,James Northcote,,,,,,"Northcote, James, 1746-1831.",1.0,1796.0,"Diligence and dissipation: or the progress of a modest girl and a wanton, exemplified in ten different stages of their lives: ... The plates are engraved from pictures invented and painted by James Northcote, R.A.",,47.0,,7226,2114,0.2925546637143648,7225,5726,0.7925259515570934,3
K120993.000,,,,Free,Henry Carey,,baroque music,,,,,131851,4651.0,,hanging,Great Britain,,,Henry Carey.jpg,,,"poet, composer, writer",,,,,male,,,Henry Carey,,,,,,"Carey, Henry, 1687?-1743.",1.0,1770.0,"True-blue; or, the press-gang, a musical interlude: as revived at the Theater Royal in Covent Garden; Nancy",,11.0,,818,368,0.44987775061124696,817,706,0.8641370869033048,0
K121056.000,,,,Free,Alexander Pope,,,,,,,42381,22528.0,,,,,,,,,"painter, actor",,,,,male,Clara Maria Pope,,Alexander Pope,,,,,,"Pope, Alexander, 1763-1835.",1.0,1790.0,"Observations on the resolutions of the clergy: who assembled at Chester, Feb. 15th. 1790, for the purpose of supporting the Corporation and Test Acts.",,9.0,,5657,1090,0.19268163337458016,5656,3759,0.6646039603960396,34
K121177.000,,,,Free,William Congreve,,,,,,,67570,6069.0,,,Great Britain,,,"William Congreve by Sir Godfrey Kneller, Bt.jpg",,,"playwright, poet, writer, translator, engineer, librettist",Westminster Abbey,,,,male,"Henrietta Godolphin, 2nd Duchess of Marlborough",,William Congreve,,,,,,"Congreve, William, 1670-1729.",1.0,1706.0,The double dealer: A comedy. As it is acted at the Theater Royal. By their Majesty's servants. Written by Mr. Congreve.,,75.0,,28877,3645,0.12622502337500432,28876,17346,0.6007064690400332,3
